,demo_url,X,team_1,score,team_2,league,type,date
1019,https://www.hltv.org/download/demo/55657,1019,BIG,16 - 13,Singularity,ESEA MDL Season 33 Europe,nuke,18th of February 2020
1020,https://www.hltv.org/download/demo/55658,1020,PACT,0 - 2,FATE,OGA Counter PIT Season 7,bo3,18th of February 2020
1021,https://www.hltv.org/download/demo/55656,1021,Japaleno,20 - 22,Nemiga,ESEA MDL Season 33 Europe,Inf,18th of February 2020
1022,https://www.hltv.org/download/demo/55654,1022,Movistar Riders,13 - 16,Demolition Crew,ESEA MDL Season 33 Europe,trn,18th of February 2020
1023,https://www.hltv.org/download/demo/55655,1023,BIG,16 - 11,HAVU,ESEA MDL Season 33 Europe,nuke,18th of February 2020
1024,https://www.hltv.org/download/demo/55651,1024,Sprout,16 - 0,Unicorns of Love,ESEA MDL Season 33 Europe,Inf,18th of February 2020
1025,https://www.hltv.org/download/demo/55652,1025,Wisla Krakow,0 - 2,Copenhagen Flames,LEGENDS.BET L33T Cup,bo3,18th of February 2020
1026,https://www.hltv.org/download/demo/55650,1026,Nordavind,8 - 16,Movistar Riders,ESEA MDL Season 33 Europe,mrg,18th of February 2020
1027,https://www.hltv.org/download/demo/55653,1027,Demolition Crew,16 - 10,Singularity,ESEA MDL Season 33 Europe,d2,18th of February 2020
1028,https://www.hltv.org/download/demo/55649,1028,Nemiga,14 - 16,Sprout,ESEA MDL Season 33 Europe,vtg,18th of February 2020
1029,https://www.hltv.org/download/demo/55648,1029,NAVI Junior,2 - 0,Skin Ogres,LEGENDS.BET L33T Cup,bo3,18th of February 2020
1030,https://www.hltv.org/download/demo/55647,1030,AVANT,16 - 3,Formidable,ESEA MDL Season 33 Australia,d2,18th of February 2020
1031,https://www.hltv.org/download/demo/55646,1031,Skyfire,16 - 3,Incept,ESEA MDL Season 33 Australia,trn,18th of February 2020
1032,https://www.hltv.org/download/demo/55645,1032,Big Frames,16 - 13,Thunder Logic,ESEA MDL Season 33 North America,mrg,18th of February 2020
1033,https://www.hltv.org/download/demo/55644,1033,Chaos,19 - 16,Rugratz,ESEA MDL Season 33 North America,ovp,18th of February 2020
1034,https://www.hltv.org/download/demo/55643,1034,Swole Identity,12 - 16,Recon 5,ESEA MDL Season 33 North America,vtg,18th of February 2020
1035,https://www.hltv.org/download/demo/55642,1035,Bravos,1 - 1,Keyd,CLUTCH Season 2,bo2,18th of February 2020
1036,https://www.hltv.org/download/demo/55641,1036,Gambit Youngsters,1 - 2,AGO,OGA Counter PIT Season 7,bo3,17th of February 2020
1037,https://www.hltv.org/download/demo/55640,1037,W7M,2 - 0,Soberano,CLUTCH Season 2,bo2,17th of February 2020
1038,https://www.hltv.org/download/demo/55638,1038,SKADE,2 - 0,Spirit,Flashpoint 1 Europe Closed Qualifier,bo3,17th of February 2020
1039,https://www.hltv.org/download/demo/55639,1039,Hard Legion,1 - 2,Nemiga,OGA Counter PIT Season 7,bo3,17th of February 2020
1040,https://www.hltv.org/download/demo/55637,1040,Unicorns of Love,17 - 19,Japaleno,ESEA MDL Season 33 Europe,Inf,17th of February 2020
1041,https://www.hltv.org/download/demo/55636,1041,pro100,16 - 11,Demolition Crew,ESEA MDL Season 33 Europe,Inf,17th of February 2020
1042,https://www.hltv.org/download/demo/55635,1042,Rooster,16 - 7,Ground Zero,ESEA MDL Season 33 Australia,ovp,17th of February 2020
1043,https://www.hltv.org/download/demo/55634,1043,TRIDENT,6 - 16,AVANT,ESEA MDL Season 33 Australia,trn,17th of February 2020
1044,https://www.hltv.org/download/demo/55633,1044,eUnited,1 - 2,Orgless,Flashpoint 1 North America Closed Qualifier,bo3,17th of February 2020
1045,https://www.hltv.org/download/demo/55632,1045,Redemption POA,2 - 1,DETONA,Flashpoint 1 South America Closed Qualifier,bo3,17th of February 2020
1046,https://www.hltv.org/download/demo/55631,1046,Orgless,2 - 0,Swole Identity,Flashpoint 1 North America Closed Qualifier,bo3,17th of February 2020
1047,https://www.hltv.org/download/demo/55630,1047,DETONA,2 - 1,W7M,Flashpoint 1 South America Closed Qualifier,bo3,16th of February 2020
1048,https://www.hltv.org/download/demo/55629,1048,Bad News Bears,1 - 2,Swole Identity,Flashpoint 1 North America Closed Qualifier,bo3,16th of February 2020
1049,https://www.hltv.org/download/demo/55628,1049,Spirit,2 - 0,Gambit Youngsters,Flashpoint 1 Europe Closed Qualifier,bo3,16th of February 2020
1050,https://www.hltv.org/download/demo/55627,1050,Yeah,1 - 2,Orgless,Flashpoint 1 North America Closed Qualifier,bo3,16th of February 2020
1051,https://www.hltv.org/download/demo/55626,1051,AVEZ,2 - 1,SKADE,Flashpoint 1 Europe Closed Qualifier,bo3,16th of February 2020
1052,https://www.hltv.org/download/demo/55622,1052,Chaos,2 - 0,eUnited,Flashpoint 1 North America Closed Qualifier,bo3,16th of February 2020
1053,https://www.hltv.org/download/demo/55621,1053,G2,2 - 1,OG,BLAST Premier Spring Series 2020,bo3,16th of February 2020
1054,https://www.hltv.org/download/demo/55625,1054,W7M,2 - 1,Bravos,Flashpoint 1 South America Closed Qualifier,bo3,16th of February 2020
1055,https://www.hltv.org/download/demo/55624,1055,Redemption POA,1 - 2,Isurus,Flashpoint 1 South America Closed Qualifier,bo3,16th of February 2020
1056,https://www.hltv.org/download/demo/55620,1056,Winstrike,1 - 2,Gambit Youngsters,Flashpoint 1 Europe Closed Qualifier,bo3,16th of February 2020
1057,https://www.hltv.org/download/demo/55619,1057,Copenhagen Flames,0 - 2,Spirit,Flashpoint 1 Europe Closed Qualifier,bo3,16th of February 2020
1058,https://www.hltv.org/download/demo/55618,1058,Rysix,0 - 2,DETONA,Flashpoint 1 South America Closed Qualifier,bo3,16th of February 2020
1059,https://www.hltv.org/download/demo/55617,1059,Evil Geniuses,1 - 2,OG,BLAST Premier Spring Series 2020,bo3,16th of February 2020
1060,https://www.hltv.org/download/demo/55616,1060,AVEZ,2 - 1,Winstrike,Flashpoint 1 Europe Closed Qualifier,bo3,16th of February 2020
1061,https://www.hltv.org/download/demo/55615,1061,Spirit,2 - 1,GamerLegion,Flashpoint 1 Europe Closed Qualifier,bo3,16th of February 2020
1062,https://www.hltv.org/download/demo/55613,1062,Copenhagen Flames,0 - 2,SKADE,Flashpoint 1 Europe Closed Qualifier,bo3,16th of February 2020
1063,https://www.hltv.org/download/demo/55614,1063,Gambit Youngsters,2 - 1,HAVU,Flashpoint 1 Europe Closed Qualifier,bo3,16th of February 2020
1064,https://www.hltv.org/download/demo/55612,1064,ATK,2 - 0,Gaming Hub,Asia Minor Middle East Open Qualifier 2 - ESL One Rio 2020,bo3,16th of February 2020
1065,https://www.hltv.org/download/demo/55611,1065,Camel Riders,2 - 0,IGEN,Asia Minor Middle East Open Qualifier 2 - ESL One Rio 2020,bo3,16th of February 2020
1066,https://www.hltv.org/download/demo/55610,1066,Invictus,1 - 2,JiJieHao,Asia Minor Greater China Open Qualifier 2 - ESL One Rio 2020,bo3,16th of February 2020
1067,https://www.hltv.org/download/demo/55609,1067,Wubbalubbadubdub,2 - 1,Aster,Asia Minor Greater China Open Qualifier 2 - ESL One Rio 2020,bo3,16th of February 2020
1068,https://www.hltv.org/download/demo/55608,1068,ikarus,0 - 2,Born in Mongolia,Asia Minor East Asia Open Qualifier 2 - ESL One Rio 2020,bo3,16th of February 2020
1069,https://www.hltv.org/download/demo/55607,1069,Updraft,0 - 2,Aim4R,Asia Minor East Asia Open Qualifier 2 - ESL One Rio 2020,bo3,16th of February 2020
1070,https://www.hltv.org/download/demo/55606,1070,Swole Identity,2 - 1,Asuna's Anime Aimers,Flashpoint 1 North America Closed Qualifier,bo3,16th of February 2020
1071,https://www.hltv.org/download/demo/55605,1071,Bad News Bears,1 - 2,eUnited,Flashpoint 1 North America Closed Qualifier,bo3,16th of February 2020
1072,https://www.hltv.org/download/demo/55604,1072,Yeah,0 - 2,Chaos,Flashpoint 1 North America Closed Qualifier,bo3,16th of February 2020
1073,https://www.hltv.org/download/demo/55603,1073,Orgless,2 - 0,Recon 5,Flashpoint 1 North America Closed Qualifier,bo3,16th of February 2020
1074,https://www.hltv.org/download/demo/55602,1074,Isurus,2 - 1,DETONA,Flashpoint 1 South America Closed Qualifier,bo3,16th of February 2020
1075,https://www.hltv.org/download/demo/55601,1075,RED Canids,2 - 1,INTZ.Academy,Americas Minor South America Open Qualifier 2 - ESL One Rio 2020,bo3,15th of February 2020
1076,https://www.hltv.org/download/demo/55600,1076,Rysix,2 - 1,Alma,Flashpoint 1 South America Closed Qualifier,bo3,16th of February 2020
1077,https://www.hltv.org/download/demo/55599,1077,Rugratz,1 - 2,Asuna's Anime Aimers,Flashpoint 1 North America Closed Qualifier,bo3,16th of February 2020
1078,https://www.hltv.org/download/demo/55598,1078,Ze Pug Godz,1 - 2,Recon 5,Flashpoint 1 North America Closed Qualifier,bo3,16th of February 2020
1079,https://www.hltv.org/download/demo/55597,1079,Big Frames,0 - 2,Swole Identity,Flashpoint 1 North America Closed Qualifier,bo3,16th of February 2020
1080,https://www.hltv.org/download/demo/55596,1080,Orgless,2 - 0,Triumph,Flashpoint 1 North America Closed Qualifier,bo3,16th of February 2020
1081,https://www.hltv.org/download/demo/55595,1081,W7M,2 - 0,ex-skullz,Flashpoint 1 South America Closed Qualifier,bo3,16th of February 2020
1082,https://www.hltv.org/download/demo/55594,1082,Bravos,0 - 2,Redemption POA,Flashpoint 1 South America Closed Qualifier,bo3,16th of February 2020
1083,https://www.hltv.org/download/demo/55593,1083,sAw,1 - 2,Gambit Youngsters,Flashpoint 1 Europe Closed Qualifier,bo3,15th of February 2020
1084,https://www.hltv.org/download/demo/55592,1084,Spirit,2 - 1,Juggernauts,Flashpoint 1 Europe Closed Qualifier,bo3,15th of February 2020
1085,https://www.hltv.org/download/demo/55591,1085,Swole Identity,1 - 2,Chaos,Flashpoint 1 North America Closed Qualifier,bo3,15th of February 2020
1086,https://www.hltv.orgNA,1086,TeamOne,1 - 0,Evidence,Americas Minor South America Open Qualifier 2 - ESL One Rio 2020,bo3,16th of February 2020
1087,https://www.hltv.org/download/demo/55589,1087,Asuna's Anime Aimers,1 - 2,Yeah,Flashpoint 1 North America Closed Qualifier,bo3,15th of February 2020
1088,https://www.hltv.org/download/demo/55588,1088,Keyd,0 - 2,W7M,Flashpoint 1 South America Closed Qualifier,bo3,15th of February 2020
1089,https://www.hltv.org/download/demo/55590,1089,eUnited,2 - 0,Recon 5,Flashpoint 1 North America Closed Qualifier,bo3,15th of February 2020
1090,https://www.hltv.org/download/demo/55587,1090,Rysix,2 - 0,Reapers,Flashpoint 1 South America Closed Qualifier,bo3,15th of February 2020
1091,https://www.hltv.org/download/demo/55586,1091,Bad News Bears,2 - 0,Triumph,Flashpoint 1 North America Closed Qualifier,bo3,15th of February 2020
1092,https://www.hltv.org/download/demo/55585,1092,HAVU,2 - 0,Syman,Flashpoint 1 Europe Closed Qualifier,bo3,15th of February 2020
1093,https://www.hltv.org/download/demo/55583,1093,Heretics,0 - 2,GamerLegion,Flashpoint 1 Europe Closed Qualifier,bo3,15th of February 2020
1094,https://www.hltv.org/download/demo/55584,1094,Alma,2 - 0,Dynasty,Flashpoint 1 South America Closed Qualifier,bo3,15th of February 2020
1095,https://www.hltv.orgNA,1095,ex-skullz,1 - 0,RED Canids,Flashpoint 1 South America Closed Qualifier,bo3,15th of February 2020
1096,https://www.hltv.org/download/demo/55579,1096,G2,2 - 0,OG,BLAST Premier Spring Series 2020,bo3,15th of February 2020
1097,https://www.hltv.org/download/demo/55582,1097,Isurus,2 - 1,RED Canids,Flashpoint 1 South America Closed Qualifier,bo3,15th of February 2020
1098,https://www.hltv.org/download/demo/55581,1098,DETONA,2 - 1,W7M,Flashpoint 1 South America Closed Qualifier,bo3,15th of February 2020
1099,https://www.hltv.org/download/demo/55578,1099,Gambit Youngsters,2 - 1,Movistar Riders,Flashpoint 1 Europe Closed Qualifier,bo3,15th of February 2020
1100,https://www.hltv.org/download/demo/55577,1100,SKADE,2 - 1,Heretics,Flashpoint 1 Europe Closed Qualifier,bo3,15th of February 2020
1101,https://www.hltv.org/download/demo/55576,1101,Nexus,1 - 2,Syman,Flashpoint 1 Europe Closed Qualifier,bo3,15th of February 2020
1102,https://www.hltv.org/download/demo/55580,1102,Dynasty,0 - 2,Bravos,Flashpoint 1 South America Closed Qualifier,bo3,15th of February 2020
1103,https://www.hltv.org/download/demo/55575,1103,Salamander,1 - 2,Juggernauts,Flashpoint 1 Europe Closed Qualifier,bo3,15th of February 2020
1104,https://www.hltv.org/download/demo/55574,1104,Se7en,0 - 2,SG.pro,CIS Minor Open Qualifier 4 - ESL One Rio 2020,bo3,15th of February 2020
1105,https://www.hltv.org/download/demo/55573,1105,Spirit,1 - 2,Copenhagen Flames,Flashpoint 1 Europe Closed Qualifier,bo3,15th of February 2020
1106,https://www.hltv.org/download/demo/55572,1106,Reapers,0 - 2,Redemption POA,Flashpoint 1 South America Closed Qualifier,bo3,15th of February 2020
1107,https://www.hltv.org/download/demo/55571,1107,GamerLegion,2 - 0,Tricked,Flashpoint 1 Europe Closed Qualifier,bo3,15th of February 2020
1108,https://www.hltv.org/download/demo/55570,1108,sAw,0 - 2,Winstrike,Flashpoint 1 Europe Closed Qualifier,bo3,15th of February 2020
